                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.97848,                 1.3233,                 1.3771,                0.83326,                0.73446,                0.84921,                 0.5768,                 1.1247,                  1.183,                 1.5772,             0.00068456,             0.00068456,             0.00068456
                     20,                0.94654,                 1.2604,                 1.3553,                0.87051,                0.77084,                0.87786,                  0.597,                 1.0838,                 1.0776,                 1.6237,             0.00067631,             0.00067631,             0.00067631
                     21,                 0.9657,                 1.2125,                 1.3536,                0.81975,                 0.8004,                0.86704,                0.60563,                0.99899,                 1.0308,                 1.4721,             0.00066807,             0.00066807,             0.00066807
                     22,                0.92424,                 1.1836,                 1.3353,                0.87417,                0.79174,                0.90256,                0.62343,                 1.0342,                0.99636,                 1.4874,             0.00065982,             0.00065982,             0.00065982
                     23,                0.93977,                 1.1874,                 1.3268,                0.86094,                0.80911,                0.88984,                0.61337,                  1.037,                 1.0664,                 1.5077,             0.00065157,             0.00065157,             0.00065157
                     24,                 0.9229,                 1.1566,                 1.3271,                0.88871,                0.81136,                0.89988,                0.65388,                0.95209,                0.92287,                 1.4425,             0.00064333,             0.00064333,             0.00064333
                     25,                0.89499,                 1.1511,                  1.305,                0.91195,                0.82221,                0.91449,                 0.6705,                0.95533,                0.88455,                 1.4189,             0.00063508,             0.00063508,             0.00063508
                     26,                0.88466,                 1.1247,                 1.3117,                0.91622,                0.84448,                0.93531,                0.67358,                0.96822,                0.86356,                 1.4479,             0.00062683,             0.00062683,             0.00062683
                     27,                0.88556,                 1.1035,                  1.314,                0.89604,                0.87408,                0.93454,                0.69703,                0.90963,                0.82518,                 1.3716,             0.00061859,             0.00061859,             0.00061859
                     28,                0.88172,                 1.0137,                 1.2949,                0.88402,                0.85532,                0.92531,                0.69067,                0.88329,                0.82068,                 1.3685,             0.00061034,             0.00061034,             0.00061034
                     29,                0.84436,                 1.0257,                 1.2951,                0.90354,                0.83909,                0.93039,                0.66046,                 1.0341,                0.90303,                 1.4636,             0.00060209,             0.00060209,             0.00060209
                     30,                0.87055,                0.99165,                 1.2805,                0.92797,                 0.8705,                0.94106,                0.71395,                0.88602,                0.82326,                 1.3399,             0.00059385,             0.00059385,             0.00059385
                     31,                0.90189,                 1.0437,                 1.3113,                0.88598,                0.83869,                 0.9166,                0.68263,                 0.9014,                0.86153,                 1.3408,              0.0005856,              0.0005856,              0.0005856
                     32,                0.85981,                 1.0353,                 1.2847,                0.91803,                0.85402,                 0.9381,                0.70271,                 0.8937,                0.77735,                 1.3487,             0.00057735,             0.00057735,             0.00057735
                     33,                0.85017,                0.99983,                 1.2722,                0.92911,                0.88548,                0.95109,                0.71402,                0.85969,                 0.7162,                 1.3281,             0.00056911,             0.00056911,             0.00056911
                     34,                0.84235,                0.99131,                 1.2862,                0.91952,                0.88121,                0.95197,                0.72581,                0.84997,                0.71139,                 1.3037,             0.00056086,             0.00056086,             0.00056086
                     35,                0.86554,                 1.0064,                 1.2829,                0.88474,                0.87639,                0.93288,                0.69776,                 0.8891,                0.81939,                  1.335,             0.00055261,             0.00055261,             0.00055261
                     36,                0.84233,                0.97056,                   1.28,                0.89205,                0.85487,                0.93725,                0.70846,                0.87801,                0.79223,                  1.344,             0.00054437,             0.00054437,             0.00054437
                     37,                0.83031,                0.95112,                 1.2737,                0.94985,                0.88928,                0.96191,                0.74812,                0.79763,                0.68218,                 1.2806,             0.00053612,             0.00053612,             0.00053612
                     38,                0.83578,                 0.9403,                  1.279,                0.94661,                 0.9088,                0.96182,                 0.7598,                0.80125,                 0.6418,                 1.2763,             0.00052787,             0.00052787,             0.00052787
                     39,                0.85066,                0.91148,                 1.2632,                0.90932,                 0.9349,                0.97392,                0.76723,                0.79442,                0.62965,                 1.2443,             0.00051963,             0.00051963,             0.00051963
                     40,                0.81925,                0.88822,                 1.2504,                0.94833,                0.89529,                0.96739,                0.73653,                0.85523,                 0.6664,                 1.3116,             0.00051138,             0.00051138,             0.00051138
                     41,                 0.8195,                0.87776,                 1.2362,                0.93669,                0.92598,                0.97317,                0.76333,                0.80061,                 0.6255,                 1.2589,             0.00050313,             0.00050313,             0.00050313
                     42,                0.82047,                0.86981,                 1.2418,                0.95927,                0.92822,                0.97553,                 0.7698,                0.78733,                0.61074,                 1.2488,             0.00049489,             0.00049489,             0.00049489
                     43,                0.80408,                0.88798,                 1.2453,                0.93327,                0.89309,                0.96556,                0.75786,                0.79205,                0.65347,                 1.2377,             0.00048664,             0.00048664,             0.00048664
                     44,                 0.7822,                0.84276,                 1.2184,                0.94192,                0.90478,                0.97511,                0.77127,                0.75182,                0.62335,                 1.2018,             0.00047839,             0.00047839,             0.00047839
                     45,                0.79967,                0.85672,                 1.2469,                0.94627,                0.93973,                 0.9797,                0.78459,                 0.7407,                0.59055,                 1.2034,             0.00047015,             0.00047015,             0.00047015
                     46,                 0.7789,                0.82784,                 1.2064,                0.93666,                 0.9147,                0.96887,                0.77513,                0.72834,                0.61171,                  1.193,              0.0004619,              0.0004619,              0.0004619
                     47,                 0.7556,                0.81874,                 1.2125,                0.96784,                0.91797,                  0.975,                0.78972,                0.74369,                0.58766,                 1.2184,             0.00045365,             0.00045365,             0.00045365
                     48,                0.76784,                0.81858,                 1.2233,                0.96341,                0.93118,                0.98116,                0.80712,                 0.6902,                0.58477,                 1.1516,             0.00044541,             0.00044541,             0.00044541
                     49,                0.77707,                0.81535,                 1.2163,                0.94244,                0.92437,                0.97719,                0.79365,                0.70084,                0.56075,                 1.1623,             0.00043716,             0.00043716,             0.00043716
                     50,                0.74879,                0.79473,                 1.2082,                0.94639,                0.93262,                0.98146,                0.81454,                0.67378,                0.53862,                 1.1385,             0.00042891,             0.00042891,             0.00042891
                     51,                0.71379,                0.78388,                 1.1956,                0.93448,                0.95229,                0.98005,                0.80715,                0.69426,                0.54609,                 1.1618,             0.00042066,             0.00042066,             0.00042066
                     52,                0.71591,                0.74756,                 1.1817,                0.94558,                0.95937,                 0.9853,                0.81402,                0.68296,                0.53585,                 1.1364,             0.00041242,             0.00041242,             0.00041242
                     53,                0.77977,                0.77947,                 1.2122,                0.95724,                0.94373,                0.98595,                0.82188,                0.66726,                0.51855,                 1.1202,             0.00040417,             0.00040417,             0.00040417
                     54,                0.75278,                0.79137,                 1.2068,                0.94983,                0.94534,                0.98337,                0.81521,                0.66146,                0.51748,                  1.124,             0.00039592,             0.00039592,             0.00039592
                     55,                0.70295,                0.74298,                 1.1696,                0.95301,                0.94964,                0.98368,                0.82452,                0.63046,                0.51622,                 1.0859,             0.00038768,             0.00038768,             0.00038768
                     56,                0.70427,                0.72634,                 1.1644,                0.96514,                0.95139,                 0.9876,                 0.8389,                0.61948,                0.49256,                 1.0841,             0.00037943,             0.00037943,             0.00037943
                     57,                0.71176,                0.74426,                 1.1651,                0.96692,                0.95529,                0.98568,                0.82115,                0.64693,                0.49071,                 1.0971,             0.00037118,             0.00037118,             0.00037118
                     58,                0.73901,                0.75724,                 1.2029,                0.97739,                0.94622,                0.98816,                 0.8332,                 0.6151,                0.47244,                 1.0716,             0.00036294,             0.00036294,             0.00036294
                     59,                  0.672,                0.68829,                 1.1494,                0.96138,                0.97203,                0.98961,                0.84103,                0.60853,                0.46686,                 1.0724,             0.00035469,             0.00035469,             0.00035469
                     60,                0.69105,                0.69187,                 1.1654,                0.97851,                0.96058,                0.98636,                0.83923,                0.60493,                 0.4925,                 1.0671,             0.00034644,             0.00034644,             0.00034644
                     61,                0.67983,                0.68201,                 1.1437,                0.95112,                0.96622,                0.98404,                0.83137,                0.60166,                0.47695,                 1.0625,              0.0003382,              0.0003382,              0.0003382
                     62,                0.67925,                0.70279,                 1.1453,                0.97488,                0.95749,                0.98747,                0.84719,                0.59247,                0.45486,                 1.0573,             0.00032995,             0.00032995,             0.00032995
                     63,                0.66291,                0.67422,                 1.1401,                0.97396,                0.96373,                0.98748,                0.85096,                0.57852,                0.44462,                 1.0419,              0.0003217,              0.0003217,              0.0003217
                     64,                0.67372,                0.66985,                 1.1228,                0.97125,                0.97269,                0.98912,                0.84772,                0.57159,                0.44779,                 1.0331,             0.00031346,             0.00031346,             0.00031346
                     65,                0.67516,                0.66395,                 1.1414,                0.96496,                0.97782,                0.99065,                0.84716,                0.58612,                0.45416,                 1.0436,             0.00030521,             0.00030521,             0.00030521
                     66,                0.66749,                0.65096,                 1.1449,                0.97805,                0.97258,                 0.9909,                0.85196,                   0.58,                0.43553,                 1.0391,             0.00029696,             0.00029696,             0.00029696
                     67,                0.63912,                0.66135,                 1.1225,                0.97569,                0.97714,                0.98995,                0.85106,                0.56637,                0.44015,                 1.0353,             0.00028872,             0.00028872,             0.00028872
                     68,                0.64808,                0.66307,                 1.1188,                0.98248,                0.96733,                0.99128,                0.85572,                0.57122,                0.42669,                 1.0354,             0.00028047,             0.00028047,             0.00028047
                     69,                0.66301,                0.64482,                 1.1384,                0.97771,                0.97763,                0.99254,                0.86482,                0.55167,                 0.4292,                 1.0216,             0.00027222,             0.00027222,             0.00027222
                     70,                0.64107,                0.63378,                 1.1415,                0.97184,                0.97561,                0.99106,                0.85947,                0.55921,                0.42476,                 1.0267,             0.00026398,             0.00026398,             0.00026398
                     71,                0.64288,                0.63893,                 1.1201,                0.97011,                0.97316,                0.99184,                0.86246,                0.56314,                0.42408,                  1.025,             0.00025573,             0.00025573,             0.00025573
                     72,                0.62728,                 0.5956,                 1.0971,                0.98368,                0.97467,                0.99167,                 0.8647,                0.53765,                0.39537,                 1.0052,             0.00024748,             0.00024748,             0.00024748
                     73,                0.62419,                0.60335,                 1.1095,                0.98309,                0.97715,                0.99201,                0.86374,                0.53718,                0.39568,                 1.0023,             0.00023924,             0.00023924,             0.00023924
                     74,                0.62304,                0.59629,                 1.1094,                0.98349,                0.98712,                0.99099,                0.86678,                0.52625,                0.38649,                0.99976,             0.00023099,             0.00023099,             0.00023099
                     75,                0.64461,                0.59684,                 1.1103,                0.98531,                0.98817,                0.99045,                0.86637,                0.53819,                0.39624,                 1.0006,             0.00022274,             0.00022274,             0.00022274
                     76,                0.60877,                0.58399,                  1.096,                0.97837,                0.97784,                0.99024,                 0.8741,                0.51897,                0.39368,                0.99068,              0.0002145,              0.0002145,              0.0002145
                     77,                0.59661,                0.56457,                 1.0927,                0.98155,                0.98224,                0.99217,                0.88229,                0.49987,                0.37783,                0.97173,             0.00020625,             0.00020625,             0.00020625
                     78,                0.57351,                0.55744,                 1.0787,                0.98631,                0.98226,                0.99222,                0.88305,                0.50255,                0.38011,                0.97114,               0.000198,               0.000198,               0.000198
                     79,                 0.5997,                0.58858,                 1.0958,                0.98287,                0.98694,                0.99187,                0.88648,                0.48993,                0.38092,                0.96253,             0.00018976,             0.00018976,             0.00018976
                     80,                0.59395,                0.57203,                 1.1032,                0.98358,                 0.9827,                0.99195,                0.89148,                0.47635,                0.37845,                0.95391,             0.00018151,             0.00018151,             0.00018151
                     81,                0.59624,                0.59381,                 1.0912,                0.98349,                0.98455,                0.99179,                0.89273,                0.46852,                0.36974,                  0.948,             0.00017326,             0.00017326,             0.00017326
                     82,                0.56876,                0.57725,                 1.0836,                0.97593,                0.98859,                0.99185,                0.89615,                0.46723,                0.36976,                0.94546,             0.00016502,             0.00016502,             0.00016502
                     83,                0.56429,                  0.536,                 1.0741,                0.97878,                  0.989,                0.99231,                0.89971,                0.46649,                 0.3747,                0.94624,             0.00015677,             0.00015677,             0.00015677
                     84,                0.57938,                0.55172,                 1.0963,                0.98049,                0.98784,                0.99269,                0.89972,                0.46709,                0.36812,                0.94564,             0.00014852,             0.00014852,             0.00014852
                     85,                0.56847,                0.55949,                 1.0853,                0.98183,                0.98849,                 0.9929,                0.89698,                 0.4647,                0.36268,                0.94369,             0.00014028,             0.00014028,             0.00014028
                     86,                0.58694,                0.56263,                 1.0938,                0.98481,                 0.9865,                0.99307,                0.89678,                0.46111,                0.36588,                0.93901,             0.00013203,             0.00013203,             0.00013203
                     87,                0.54869,                0.54718,                 1.0734,                0.98749,                 0.9904,                0.99309,                0.89848,                  0.462,                0.36373,                0.94051,             0.00012378,             0.00012378,             0.00012378
                     88,                0.53686,                0.52145,                 1.0757,                0.98316,                0.99185,                0.99301,                0.90106,                0.45655,                0.35502,                0.93595,             0.00011554,             0.00011554,             0.00011554
                     89,                0.57943,                0.56795,                 1.0809,                0.98677,                0.98953,                0.99267,                0.90181,                0.45623,                0.34973,                0.93349,             0.00010729,             0.00010729,             0.00010729
                     90,                0.54082,                0.51526,                 1.0594,                0.98646,                0.98952,                0.99272,                0.90509,                0.44329,                0.34423,                0.92645,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     91,                0.56599,                0.69125,                 1.1384,                0.97564,                0.99149,                 0.9922,                0.90216,                0.44951,                0.35989,                0.93017,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     92,                0.49842,                0.55413,                  1.084,                0.97331,                0.98737,                0.99225,                0.89961,                0.45937,                0.37064,                0.93783,              8.255e-05,              8.255e-05,              8.255e-05
                     93,                 0.5135,                0.54404,                 1.0844,                0.97743,                0.98889,                0.99267,                0.90033,                0.44941,                 0.3586,                0.92895,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     94,                0.47634,                0.48365,                 1.0549,                0.98291,                0.99154,                0.99333,                 0.8968,                0.45599,                0.36458,                0.93607,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     95,                0.48507,                0.49099,                 1.0493,                  0.988,                0.98894,                0.99326,                0.89787,                0.44604,                 0.3586,                0.92975,              5.781e-05,              5.781e-05,              5.781e-05
                     96,                0.48916,                0.48378,                 1.0518,                 0.9844,                0.99196,                0.99307,                0.90435,                0.42995,                0.34633,                0.91448,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     97,                0.45404,                0.45889,                  1.025,                0.99059,                0.98924,                0.99319,                0.90681,                0.42473,                0.33914,                0.90842,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     98,                0.45664,                0.46567,                 1.0461,                0.98982,                 0.9908,                0.99335,                0.90837,                0.42042,                0.33521,                0.90415,              3.307e-05,              3.307e-05,              3.307e-05
                     99,                0.45781,                 0.4538,                 1.0288,                0.98804,                0.99082,                0.99332,                0.90881,                0.41899,                0.33491,                0.90208,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    100,                0.43129,                0.43452,                 1.0006,                0.99187,                0.99257,                 0.9934,                0.90937,                0.41701,                0.33473,                  0.902,             1.6577e-05,             1.6577e-05,             1.6577e-05
