                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.83937,                0.97675,                 1.2665,                0.89083,                0.91131,                 0.9605,                0.74543,                0.80969,                0.72776,                 1.2861,             0.00062408,             0.00062408,             0.00062408
                     40,                0.84958,                0.95146,                 1.2591,                0.92625,                0.86033,                0.94676,                0.73776,                0.83067,                0.77982,                 1.2899,             0.00061859,             0.00061859,             0.00061859
                     41,                0.82756,                 0.8998,                 1.2634,                0.93012,                0.89141,                0.96794,                0.74932,                0.83181,                0.72504,                 1.2845,             0.00061309,             0.00061309,             0.00061309
                     42,                0.83687,                0.88292,                  1.255,                0.91945,                0.85449,                0.94869,                0.74639,                0.77802,                 0.8056,                 1.2486,             0.00060759,             0.00060759,             0.00060759
                     43,                0.81797,                0.87091,                 1.2435,                0.92498,                0.89955,                0.95253,                 0.7369,                0.81221,                0.73913,                  1.268,             0.00060209,             0.00060209,             0.00060209
                     44,                0.79159,                0.87828,                 1.2434,                0.90555,                0.90004,                0.96237,                0.74779,                0.82693,                0.73671,                 1.2833,             0.00059659,             0.00059659,             0.00059659
                     45,                0.80697,                0.84489,                 1.2305,                0.93558,                0.88541,                0.96389,                0.74937,                0.79408,                0.71018,                 1.2549,              0.0005911,              0.0005911,              0.0005911
                     46,                0.81311,                0.87942,                 1.2303,                 0.9088,                0.89243,                0.95669,                0.71579,                0.86127,                0.73523,                 1.3272,              0.0005856,              0.0005856,              0.0005856
                     47,                0.79659,                0.84041,                 1.2202,                0.95196,                0.91493,                0.97455,                 0.7701,                 0.7883,                0.64797,                 1.2521,              0.0005801,              0.0005801,              0.0005801
                     48,                0.79173,                0.83165,                 1.2374,                0.93444,                0.91412,                0.96966,                0.78228,                0.75858,                0.65768,                 1.2108,              0.0005746,              0.0005746,              0.0005746
                     49,                0.80667,                0.84253,                 1.2446,                0.94694,                0.91989,                0.97187,                0.77778,                0.76489,                0.64768,                 1.2289,             0.00056911,             0.00056911,             0.00056911
                     50,                0.80227,                0.88938,                  1.257,                0.94295,                0.92654,                0.97418,                0.76391,                0.77674,                0.67616,                 1.2321,             0.00056361,             0.00056361,             0.00056361
                     51,                0.76464,                0.82353,                 1.2129,                 0.9364,                0.94178,                0.97667,                0.78954,                0.72429,                0.62137,                 1.2001,             0.00055811,             0.00055811,             0.00055811
                     52,                0.77665,                0.78605,                 1.2345,                0.96717,                0.93606,                0.98008,                0.79424,                0.73983,                0.60143,                 1.2072,             0.00055261,             0.00055261,             0.00055261
                     53,                0.78513,                0.79537,                 1.2069,                0.94469,                0.94416,                 0.9806,                0.78595,                0.75941,                0.60941,                  1.219,             0.00054711,             0.00054711,             0.00054711
                     54,                0.78224,                0.80973,                   1.22,                0.95266,                 0.9246,                0.97509,                0.78051,                0.73487,                0.59529,                 1.1917,             0.00054162,             0.00054162,             0.00054162
                     55,                0.77077,                0.78189,                 1.2118,                0.94253,                0.94756,                0.97801,                 0.7843,                0.73973,                0.58988,                 1.1999,             0.00053612,             0.00053612,             0.00053612
