                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.99138,                 1.3448,                 1.3788,                0.81054,                0.75509,                0.83065,                0.57587,                 1.0756,                 1.2427,                 1.5483,             0.00075878,             0.00075878,             0.00075878
                     20,                0.98823,                 1.3008,                 1.3701,                 0.8348,                0.78334,                 0.8745,                0.62344,                  1.052,                 1.2749,                 1.5833,             0.00075466,             0.00075466,             0.00075466
                     21,                0.98603,                 1.2344,                 1.3613,                0.79491,                 0.7778,                0.84085,                0.57906,                 1.0307,                 1.2413,                 1.5269,             0.00075053,             0.00075053,             0.00075053
                     22,                0.94367,                 1.2448,                 1.3511,                0.86796,                0.76568,                0.88733,                0.61595,                  1.069,                 1.2143,                 1.5332,             0.00074641,             0.00074641,             0.00074641
                     23,                0.94497,                  1.224,                 1.3443,                0.88133,                0.80357,                0.89299,                0.64616,                 0.9638,                  1.093,                 1.4635,             0.00074229,             0.00074229,             0.00074229
                     24,                0.92771,                 1.1511,                 1.3382,                0.82571,                0.83155,                0.88708,                 0.6297,                0.99581,                 1.1293,                 1.4553,             0.00073816,             0.00073816,             0.00073816
                     25,                0.94166,                 1.1782,                 1.3427,                0.82018,                0.79309,                0.88443,                0.63122,                 1.0331,                  1.135,                 1.5707,             0.00073404,             0.00073404,             0.00073404
                     26,                0.89547,                 1.1419,                 1.3109,                0.83596,                0.81338,                0.88791,                0.62999,                0.98649,                  1.127,                 1.4743,             0.00072992,             0.00072992,             0.00072992
                     27,                0.91554,                 1.1294,                 1.3317,                0.90838,                0.80779,                0.90967,                0.64088,                0.98961,                 1.0273,                 1.4704,             0.00072579,             0.00072579,             0.00072579
                     28,                0.91003,                 1.0776,                 1.3176,                0.82557,                  0.804,                0.88212,                0.62733,                0.99467,                 1.1459,                 1.4814,             0.00072167,             0.00072167,             0.00072167
                     29,                0.88619,                 1.0781,                 1.3266,                0.88294,                0.82938,                0.90346,                0.66344,                0.94533,                  1.014,                 1.4166,             0.00071755,             0.00071755,             0.00071755
                     30,                0.89256,                 1.0237,                 1.3029,                0.84245,                0.76732,                0.85512,                0.61812,                0.96545,                  1.206,                 1.4223,             0.00071342,             0.00071342,             0.00071342
                     31,                0.91106,                 1.0929,                 1.3228,                0.88076,                0.83371,                0.91084,                0.65041,                0.98806,                 1.0142,                 1.4909,              0.0007093,              0.0007093,              0.0007093
                     32,                0.91716,                 1.0743,                 1.3147,                0.88682,                0.88508,                0.93705,                0.69559,                 0.9047,                0.89205,                  1.386,             0.00070518,             0.00070518,             0.00070518
                     33,                0.89736,                 1.0109,                 1.2874,                0.90349,                 0.8621,                0.93139,                 0.6842,                0.91239,                0.87806,                 1.3715,             0.00070105,             0.00070105,             0.00070105
                     34,                0.86033,                0.98408,                 1.2848,                 0.8848,                0.82612,                0.91209,                 0.6586,                0.97673,                0.97146,                 1.4153,             0.00069693,             0.00069693,             0.00069693
                     35,                0.93162,                 1.0641,                 1.3141,                0.90741,                0.84765,                0.92778,                0.67579,                0.95281,                0.94349,                 1.3813,             0.00069281,             0.00069281,             0.00069281
                     36,                0.88109,                 1.0016,                   1.32,                0.90029,                0.86526,                0.94125,                0.70692,                0.87662,                0.87219,                 1.3242,             0.00068868,             0.00068868,             0.00068868
                     37,                0.87984,                0.99247,                 1.3002,                0.89797,                 0.8919,                0.94826,                0.70751,                0.88366,                 0.8165,                 1.3507,             0.00068456,             0.00068456,             0.00068456
                     38,                0.86661,                0.95643,                 1.2865,                0.87129,                0.87687,                0.92394,                0.68763,                0.89115,                 0.8664,                 1.3607,             0.00068044,             0.00068044,             0.00068044
                     39,                0.87152,                0.97179,                 1.2763,                0.90796,                 0.8381,                  0.931,                0.68113,                0.91089,                0.89188,                 1.3592,             0.00067631,             0.00067631,             0.00067631
                     40,                0.86486,                0.93429,                 1.2852,                0.93115,                0.87767,                0.94941,                0.72518,                0.85835,                0.81564,                  1.326,             0.00067219,             0.00067219,             0.00067219
                     41,                0.86571,                0.94381,                 1.2757,                0.94964,                0.89107,                0.96135,                0.74872,                0.82761,                0.74363,                 1.2929,             0.00066807,             0.00066807,             0.00066807
                     42,                0.85795,                0.88201,                 1.2707,                0.92307,                0.89084,                0.95325,                0.74486,                0.81252,                0.71927,                 1.2575,             0.00066394,             0.00066394,             0.00066394
                     43,                0.81593,                0.91105,                 1.2458,                0.90835,                 0.9024,                0.96077,                0.73758,                0.82606,                  0.723,                 1.2874,             0.00065982,             0.00065982,             0.00065982
                     44,                0.83228,                0.89105,                 1.2545,                0.93861,                0.86766,                0.95003,                0.72214,                0.88148,                0.77327,                 1.3961,              0.0006557,              0.0006557,              0.0006557
                     45,                0.80431,                0.87952,                 1.2324,                0.94001,                0.88975,                0.95832,                0.75047,                0.81918,                0.70813,                 1.2872,             0.00065157,             0.00065157,             0.00065157
                     46,                 0.8339,                0.87841,                 1.2621,                0.88215,                0.89738,                0.94503,                0.72016,                0.85879,                0.79138,                 1.2957,             0.00064745,             0.00064745,             0.00064745
                     47,                 0.7862,                0.85175,                 1.2378,                0.94563,                0.88375,                0.96699,                0.74141,                0.83674,                0.70665,                 1.2871,             0.00064333,             0.00064333,             0.00064333
                     48,                0.84472,                0.89548,                 1.2529,                0.89433,                0.92466,                0.95557,                 0.7466,                0.80665,                0.72486,                 1.2615,              0.0006392,              0.0006392,              0.0006392
                     49,                0.81355,                0.83843,                 1.2328,                 0.9473,                0.90674,                0.96352,                0.75571,                0.78364,                0.65509,                 1.2505,             0.00063508,             0.00063508,             0.00063508
                     50,                0.79861,                0.83945,                 1.2322,                0.92456,                0.90863,                0.96447,                0.75777,                0.77833,                0.65497,                 1.2328,             0.00063096,             0.00063096,             0.00063096
                     51,                0.78448,                0.82681,                 1.2094,                 0.9194,                0.92373,                0.96108,                 0.7469,                0.82239,                 0.6468,                 1.2805,             0.00062683,             0.00062683,             0.00062683
                     52,                0.77212,                 0.7839,                 1.2281,                0.92822,                0.93686,                 0.9744,                0.78584,                0.73752,                0.62753,                 1.1905,             0.00062271,             0.00062271,             0.00062271
                     53,                0.79035,                0.81804,                 1.2344,                0.93147,                0.92161,                 0.9726,                0.76712,                0.77088,                0.65108,                 1.2373,             0.00061859,             0.00061859,             0.00061859
                     54,                0.79112,                0.82866,                  1.223,                0.93417,                0.95124,                0.97552,                0.78942,                0.72448,                0.60281,                 1.1811,             0.00061446,             0.00061446,             0.00061446
                     55,                0.73262,                0.74749,                 1.1969,                0.93083,                0.90762,                0.96862,                0.77901,                0.72458,                0.61826,                 1.1883,             0.00061034,             0.00061034,             0.00061034
                     56,                0.76201,                0.76735,                 1.2136,                0.95486,                0.92523,                0.97733,                0.78679,                 0.7481,                0.59051,                 1.2123,             0.00060622,             0.00060622,             0.00060622
                     57,                0.76548,                0.79698,                 1.2083,                0.92025,                0.92243,                 0.9671,                0.77013,                0.74625,                0.60391,                 1.2147,             0.00060209,             0.00060209,             0.00060209
                     58,                0.75216,                0.77259,                 1.2105,                0.96489,                0.93243,                0.97866,                 0.8061,                0.68121,                0.55881,                 1.1418,             0.00059797,             0.00059797,             0.00059797
                     59,                0.77106,                0.76809,                 1.1983,                0.96109,                0.90006,                0.97232,                0.78026,                0.70774,                0.60184,                 1.1642,             0.00059385,             0.00059385,             0.00059385
                     60,                0.75888,                0.80046,                 1.2076,                0.95291,                0.93401,                0.98416,                0.80714,                0.70153,                0.55645,                 1.1427,             0.00058972,             0.00058972,             0.00058972
                     61,                0.75019,                0.73649,                 1.1934,                0.94802,                0.90885,                0.96702,                0.77991,                0.72247,                0.62315,                 1.1772,              0.0005856,              0.0005856,              0.0005856
                     62,                0.75435,                0.75493,                 1.1999,                 0.9446,                0.94643,                0.98254,                0.79879,                0.70825,                0.59018,                  1.164,             0.00058148,             0.00058148,             0.00058148
                     63,                0.72432,                0.73488,                 1.1868,                0.94315,                0.88286,                0.96438,                0.78407,                0.68847,                0.62698,                 1.1445,             0.00057735,             0.00057735,             0.00057735
                     64,                 0.7152,                0.72734,                 1.1651,                0.96096,                0.96258,                0.98611,                0.81355,                0.68102,                0.56131,                 1.1314,             0.00057323,             0.00057323,             0.00057323
                     65,                0.74516,                0.74435,                 1.1893,                0.97796,                0.93159,                0.98613,                0.78428,                0.75492,                 0.5508,                 1.1825,             0.00056911,             0.00056911,             0.00056911
                     66,                0.75675,                0.76274,                 1.2108,                 0.9352,                0.90388,                0.95854,                0.76388,                0.73856,                0.59697,                 1.2014,             0.00056498,             0.00056498,             0.00056498
                     67,                0.78259,                0.74224,                 1.2042,                0.94369,                0.96602,                0.98386,                0.81852,                0.68009,                0.52879,                  1.134,             0.00056086,             0.00056086,             0.00056086
                     68,                  0.705,                0.69789,                 1.1673,                0.94701,                0.95961,                0.98492,                0.83068,                0.63173,                0.50932,                 1.0906,             0.00055674,             0.00055674,             0.00055674
                     69,                0.71621,                0.69802,                 1.1729,                0.96487,                0.96504,                0.98588,                0.83936,                0.61883,                0.49231,                 1.0713,             0.00055261,             0.00055261,             0.00055261
                     70,                0.68055,                0.65861,                 1.1433,                0.95613,                0.96168,                0.98556,                0.82486,                 0.6373,                0.50189,                  1.089,             0.00054849,             0.00054849,             0.00054849
                     71,                 0.6889,                0.69043,                 1.1721,                0.98097,                0.95199,                0.98619,                0.82908,                0.63013,                0.49003,                 1.0873,             0.00054437,             0.00054437,             0.00054437
                     72,                0.69216,                0.68944,                 1.1591,                 0.9676,                0.95892,                 0.9868,                0.82697,                0.65006,                0.49572,                 1.1003,             0.00054024,             0.00054024,             0.00054024
                     73,                0.69926,                0.67029,                 1.1561,                0.96082,                0.96773,                0.98677,                 0.8307,                 0.6275,                0.49355,                 1.0833,             0.00053612,             0.00053612,             0.00053612
                     74,                0.68749,                 0.6712,                 1.1812,                0.97762,                0.96104,                0.98721,                0.83266,                 0.6256,                0.48549,                 1.0828,               0.000532,               0.000532,               0.000532
                     75,                0.72835,                0.68529,                 1.1764,                0.97846,                0.96525,                0.99034,                0.83613,                0.62779,                0.46296,                 1.0863,             0.00052787,             0.00052787,             0.00052787
                     76,                0.70322,                0.64574,                 1.1569,                0.93024,                0.94115,                0.97981,                0.80928,                0.65394,                0.53379,                 1.1199,             0.00052375,             0.00052375,             0.00052375
                     77,                0.69634,                0.67301,                 1.1492,                0.95581,                0.96705,                0.98965,                0.83006,                0.63958,                0.48733,                 1.1047,             0.00051963,             0.00051963,             0.00051963
                     78,                0.71543,                0.68845,                  1.178,                0.95845,                0.94591,                0.98625,                0.82119,                0.66275,                0.52402,                 1.1412,              0.0005155,              0.0005155,              0.0005155
                     79,                0.68139,                0.63724,                 1.1549,                0.97971,                0.95327,                0.99017,                0.84275,                 0.6015,                0.46698,                 1.0856,             0.00051138,             0.00051138,             0.00051138
                     80,                0.69988,                0.65494,                 1.1641,                0.95931,                0.96468,                0.98798,                0.83187,                0.63476,                0.47723,                  1.085,             0.00050726,             0.00050726,             0.00050726
                     81,                0.68911,                0.65132,                 1.1696,                0.94605,                 0.9839,                0.98854,                0.83157,                0.64566,                0.47787,                 1.0988,             0.00050313,             0.00050313,             0.00050313
                     82,                0.69913,                0.67793,                   1.17,                0.97848,                0.96282,                0.98864,                0.83647,                0.61678,                0.46875,                 1.0781,             0.00049901,             0.00049901,             0.00049901
                     83,                 0.6749,                0.61792,                 1.1453,                0.95529,                0.96196,                0.98618,                0.83882,                0.59786,                0.47467,                 1.0646,             0.00049489,             0.00049489,             0.00049489
                     84,                0.66443,                0.65871,                 1.1422,                0.95185,                0.96507,                0.98165,                0.83716,                0.60012,                0.45422,                 1.0665,             0.00049076,             0.00049076,             0.00049076
                     85,                0.67288,                0.65518,                 1.1657,                0.97274,                0.95313,                0.98801,                0.84288,                0.60128,                0.44212,                 1.0681,             0.00048664,             0.00048664,             0.00048664
                     86,                0.68982,                0.65153,                 1.1574,                0.95589,                0.97033,                0.98855,                0.85317,                0.58102,                0.45868,                 1.0533,             0.00048252,             0.00048252,             0.00048252
                     87,                0.66093,                0.62708,                 1.1271,                0.97076,                0.97245,                0.98746,                0.84049,                 0.6065,                0.46389,                 1.0729,             0.00047839,             0.00047839,             0.00047839
                     88,                0.65425,                0.65125,                  1.138,                0.97142,                0.96761,                0.99071,                 0.8587,                0.55964,                0.43409,                 1.0248,             0.00047427,             0.00047427,             0.00047427
                     89,                0.68212,                0.63798,                 1.1408,                0.97277,                0.97435,                0.99023,                0.85847,                0.56173,                0.42444,                 1.0181,             0.00047015,             0.00047015,             0.00047015
                     90,                0.62026,                0.58481,                  1.122,                0.96763,                0.97609,                0.99073,                0.86786,                0.56486,                0.42816,                 1.0269,             0.00046602,             0.00046602,             0.00046602
                     91,                0.64779,                0.61147,                 1.1142,                0.96999,                0.95129,                0.98502,                0.85454,                0.56256,                0.45608,                 1.0285,              0.0004619,              0.0004619,              0.0004619
                     92,                0.61281,                0.56447,                 1.0964,                0.98239,                 0.9787,                0.99088,                0.85929,                0.56829,                0.42858,                 1.0243,             0.00045778,             0.00045778,             0.00045778
