                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.61365,                0.63924,                 1.0995,                 0.9118,                0.69272,                0.82143,                0.52719,                 1.2964,                 1.0521,                 1.8045,             0.00030521,             0.00030521,             0.00030521
                     66,                0.60835,                0.64442,                 1.1083,                0.94781,                 0.6876,                0.80055,                0.51819,                 1.3194,                 1.0952,                 1.8328,             0.00029696,             0.00029696,             0.00029696
                     67,                0.65063,                0.67527,                 1.1233,                0.92896,                0.64465,                0.80841,                0.50772,                 1.3028,                 1.1143,                  1.832,             0.00028872,             0.00028872,             0.00028872
                     68,                0.63508,                0.66653,                 1.1146,                0.92999,                 0.6898,                0.82049,                0.51386,                 1.3073,                 1.0091,                 1.8393,             0.00028047,             0.00028047,             0.00028047
                     69,                0.62539,                 0.6538,                 1.1199,                 0.8909,                0.73674,                0.83129,                0.52816,                 1.2918,                0.97347,                 1.7882,             0.00027222,             0.00027222,             0.00027222
                     70,                0.61082,                0.64651,                 1.1288,                0.89616,                0.73472,                0.81104,                0.52907,                 1.3277,                 1.0206,                 1.8161,             0.00026398,             0.00026398,             0.00026398
                     71,                0.62349,                0.63772,                 1.1145,                0.88635,                0.73941,                 0.8355,                 0.5294,                 1.3172,                 1.0013,                  1.792,             0.00025573,             0.00025573,             0.00025573
                     72,                0.62979,                0.62777,                 1.1124,                0.85903,                0.73871,                0.81787,                0.51699,                 1.3409,                  1.002,                 1.8791,             0.00024748,             0.00024748,             0.00024748
                     73,                  0.615,                0.64876,                 1.1023,                0.85611,                0.76243,                0.83855,                0.53273,                 1.2916,                0.96069,                 1.8234,             0.00023924,             0.00023924,             0.00023924
                     74,                0.61373,                0.62832,                 1.1132,                 0.9304,                0.72803,                0.84447,                0.53879,                 1.2826,                0.93273,                 1.8004,             0.00023099,             0.00023099,             0.00023099
                     75,                 0.5898,                0.62508,                 1.0929,                0.93619,                0.72185,                0.82167,                0.53004,                  1.299,                0.96251,                 1.8125,             0.00022274,             0.00022274,             0.00022274
                     76,                 0.5805,                0.59987,                 1.0842,                0.90147,                0.73236,                0.82951,                 0.5236,                 1.3024,                 0.9812,                 1.7813,              0.0002145,              0.0002145,              0.0002145
                     77,                0.58012,                0.59111,                 1.0769,                0.94332,                0.70842,                0.83689,                0.53742,                 1.2697,                0.96097,                 1.7805,             0.00020625,             0.00020625,             0.00020625
                     78,                0.56188,                0.58017,                 1.0795,                0.91004,                0.72195,                0.82084,                  0.525,                 1.2796,                0.98229,                 1.8284,               0.000198,               0.000198,               0.000198
                     79,                0.60246,                0.58182,                 1.0922,                0.91291,                0.71473,                0.82461,                 0.5209,                 1.3113,                0.97304,                 1.8579,             0.00018976,             0.00018976,             0.00018976
                     80,                0.56839,                0.58176,                  1.071,                0.90457,                0.73125,                0.83304,                0.52661,                 1.2958,                0.97119,                 1.8138,             0.00018151,             0.00018151,             0.00018151
                     81,                0.55741,                0.57885,                 1.0698,                0.93338,                 0.6798,                 0.8245,                0.52591,                 1.3099,                0.98807,                 1.8104,             0.00017326,             0.00017326,             0.00017326
                     82,                0.59004,                0.59648,                 1.0839,                0.93473,                0.69989,                 0.8475,                0.53157,                 1.3036,                0.98957,                  1.807,             0.00016502,             0.00016502,             0.00016502
                     83,                0.57037,                 0.5705,                 1.0769,                0.93869,                0.69262,                 0.8342,                 0.5273,                 1.2957,                  0.987,                 1.7971,             0.00015677,             0.00015677,             0.00015677
                     84,                0.56729,                0.58571,                 1.0863,                0.93627,                0.69603,                0.83417,                0.53275,                 1.3077,                 1.0122,                 1.8205,             0.00014852,             0.00014852,             0.00014852
                     85,                 0.5528,                0.57583,                 1.0804,                0.90859,                0.72083,                0.81968,                0.52728,                 1.2848,                 1.0231,                 1.8128,             0.00014028,             0.00014028,             0.00014028
                     86,                 0.5541,                0.57571,                 1.0698,                0.88182,                0.72385,                0.81896,                0.52912,                 1.3031,                 1.0253,                 1.8403,             0.00013203,             0.00013203,             0.00013203
                     87,                0.54722,                0.56992,                 1.0652,                0.95078,                0.68106,                0.81125,                0.52758,                 1.2924,                 1.0083,                 1.8169,             0.00012378,             0.00012378,             0.00012378
                     88,                0.57679,                0.59049,                 1.0747,                0.89587,                0.72825,                0.83665,                0.53681,                 1.2654,                0.96711,                  1.764,             0.00011554,             0.00011554,             0.00011554
                     89,                0.51408,                0.55397,                 1.0386,                0.91908,                0.72689,                0.83207,                0.53502,                 1.2587,                0.94592,                  1.768,             0.00010729,             0.00010729,             0.00010729
                     90,                0.58303,                0.56671,                 1.0759,                0.91728,                0.71911,                0.82534,                0.54047,                 1.2602,                0.93574,                 1.7744,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     91,                0.53745,                0.75266,                 1.1194,                0.95146,                0.70989,                0.81802,                0.52917,                 1.2745,                0.92793,                 1.7944,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     92,                0.49463,                0.64082,                 1.0563,                0.85611,                0.73297,                0.79244,                0.51575,                 1.2921,                0.99694,                  1.855,              8.255e-05,              8.255e-05,              8.255e-05
                     93,                0.47537,                0.56654,                  1.041,                0.88254,                 0.7394,                0.80284,                0.52607,                 1.2648,                0.98944,                  1.823,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     94,                0.48277,                0.53753,                 1.0576,                0.89819,                0.73203,                0.80694,                0.53768,                 1.2486,                0.97456,                 1.8015,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     95,                0.43351,                0.50212,                 1.0176,                0.91416,                0.73775,                0.81782,                0.54024,                  1.255,                0.96269,                 1.8103,              5.781e-05,              5.781e-05,              5.781e-05
                     96,                0.43757,                0.49194,                 1.0204,                0.88507,                0.73568,                0.80225,                0.53413,                 1.2552,                0.95604,                 1.8226,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     97,                 0.4449,                0.49381,                 1.0237,                0.90153,                0.73219,                0.82194,                0.53624,                 1.2478,                0.93822,                 1.8154,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     98,                 0.4404,                0.48208,                 1.0125,                0.91962,                0.72531,                0.82403,                 0.5366,                 1.2422,                0.92424,                 1.7953,              3.307e-05,              3.307e-05,              3.307e-05
                     99,                0.42207,                0.46641,                0.99664,                 0.8901,                0.74899,                0.82369,                0.54468,                   1.25,                0.93976,                 1.7893,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    100,                0.43404,                0.48792,                 1.0293,                0.91078,                0.73457,                0.82275,                0.55248,                 1.2531,                0.93977,                 1.7974,             1.6577e-05,             1.6577e-05,             1.6577e-05
